Gene	CRH9EOS_d0	CRH9EOS_d1	CRH9EOS_d2	CRH9EOS_d3	CRH9EOS_d7	CRH9EOS_d10	CRH9EOS_d20+E	CRH9EOS_d20+X	ctrl	HNES1_d0	HNES1_d1	HNES1_d2	HNES1_d3	HNES1_d7	HNES1_d10	HNES1_d20+E	HNES1_d20+X
CACNA1G	0.034568499	0.100828819	0.360702077	0.641775676	0.582727692	1.019069369	1.055510364	1.150135769	0.975100688	0.028768749	0.109467545	0.368322128	0.624487325	0.576487129	0.901333851	1.113606183	0.966356173
TNFRSF12A	3.886255055	4.570918709	4.590331385	4.868406971	5.139837437	4.762858387	4.967563194	4.639126362	5.124566471	4.030722715	4.241066643	4.615449135	4.856087841	5.725772385	5.500141145	4.959087246	4.975207966
DLX6	0.570562853	0.13469081	0.09744264	0.043946507	0.045134495	0	0	0.010888371	0.039058278	0.065713526	0.026090441	0.028009172	0.051684285	0.046180062	0.032957063	0.011827717	0.012015367
MAP3K9	2.418938769	2.379460366	2.213629286	2.236695568	2.297870397	2.542230016	3.201616416	2.973278321	3.158390223	2.089508056	2.432673894	2.469944403	2.502332489	2.095485882	2.426291168	2.740348707	2.774495112
RALA	3.108936486	2.797453463	2.982291972	3.31394273	3.592445628	3.74398394	3.923126289	3.649063476	4.048529826	3.198133117	2.968482289	3.122283674	3.584461304	3.881386077	3.811201725	4.039239162	3.621203978
BAIAP2L1	3.568968283	3.269624342	3.046492257	3.074078285	3.467665262	3.466891619	3.859621202	3.612043073	3.862187598	3.483314628	3.194682907	3.22192354	3.177852877	3.411865336	3.479614181	3.861585677	3.189221346
KDM7A	3.050786638	3.000461107	3.083275473	3.105019537	2.804336814	2.636937565	3.051130668	2.664289589	3.32395032	3.331336197	3.232860386	3.541609283	3.789767106	3.053370855	2.933337466	3.070439414	2.932107618
ETV1	0.347077295	2.682431407	2.912300589	2.803104277	2.75085589	3.183275373	3.290160169	3.684537308	3.590833286	0.789174977	3.685635469	3.485960631	3.36814567	2.722050474	3.006332906	3.731171584	3.715359426
AGK	2.387041846	2.426609332	2.291449648	2.22392405	2.496127826	2.462069609	3.072303329	2.96511869	3.302283896	2.730113138	2.617618261	2.654381399	2.561629627	2.399036219	2.630209457	2.898889692	2.84343854
ALDH3B1	0.514222891	0.419901012	0.533773104	0.30696082	0.321454104	0.44322095	0.686480643	0.554770353	0.473411238	0.389533816	0.33884841	0.338919628	0.243079611	0.206260134	0.263090836	0.198467255	0.457858231
TTC22	0.374043071	0.23869856	0.289973179	0.355415878	0.376101314	0.291703909	0.471498023	0.358214451	0.296989382	0.890579069	0.788652688	0.907192357	0.907856855	0.646012673	0.428713367	0.444218851	0.405211078
PHTF2	2.217772099	2.398497855	2.352597687	2.339836399	2.39464354	2.45702376	2.333335281	2.281579638	2.333816314	2.523946281	2.488177067	2.493691398	2.560102887	2.23084347	2.224870432	2.433700323	2.563478514
CCL26	0.866471381	2.250585067	2.476367331	2.619906549	2.350276853	1.995248032	3.214798723	1.408066893	3.358859654	1.984190725	3.950009508	4.205448443	4.258297676	4.107521729	3.039412647	3.98297107	2.621108448
FARP2	1.789815518	1.659547043	1.743224028	1.75195612	2.23913871	2.160086771	2.134906043	2.044925093	1.859744283	1.964472218	1.78618569	1.845644879	1.656997049	2.254687511	2.379169821	2.036821746	2.235196861
USH1C	0.075458266	0.171892079	0.29813133	0.520440016	0.246869943	0.286903022	0.726300077	0.499015727	0.94463004	0.157672473	0.522603363	0.868494754	0.877646332	0.431528232	0.446772819	0.936115233	0.293845299
GGCT	3.970445691	3.862015076	4.158957306	4.155806346	4.824347572	4.943129934	5.05397525	4.769082971	5.047135564	4.354950553	4.363864324	4.526042663	4.486913576	4.693247277	4.961723297	5.115525491	4.972780073
DBF4	3.301215902	3.321410334	3.547491886	3.532012153	3.511224804	3.608093881	3.455126163	3.628167705	3.327263044	3.696521737	3.714779212	3.595517122	3.455890622	3.509261276	3.439556165	2.753373787	3.798359458
TBXA2R	0.415284977	0.465911143	0.638132041	0.679042338	0.506352451	0.531190105	0.155987926	0.334418724	0.16650464	0.389783668	0.618668742	0.57271613	0.609169198	0.455023653	0.230676158	0.354568869	0.289872069
IFRD1	3.11638258	3.499963791	3.671327992	3.641648905	3.616837363	3.50781982	3.471532509	3.39600104	3.321487556	3.506501137	3.825637289	3.699514135	3.579606418	3.943278834	3.581165286	2.603579976	3.816800521
LGALS14	0	0	0	0	1.37414608	0.903313377	0.472357251	0.577113276	0.385567534	0	0	0	0	0.435857854	1.158553944	0.875723168	0.833589976
COX10	3.542620959	3.493227691	3.54554151	3.554632516	3.499854332	3.369252428	3.399831374	3.50183487	3.470737027	3.679641425	3.415093715	3.519571175	3.565809166	3.340945607	3.253702448	3.532868993	3.445989219
GTF2IRD1	1.934693441	1.974647494	2.129888091	2.385296586	2.26093411	2.316467171	2.687489281	2.622913894	2.935829674	2.054089139	2.092939988	2.133236775	2.360742116	2.165505744	2.2085749	2.478013213	2.263599284
PAF1	4.598967511	4.506454554	4.402433588	4.403173276	3.980672454	3.996182265	3.82474958	4.028351114	3.784672242	3.96557805	3.830892503	3.534345672	3.466262174	3.718185269	3.598848369	3.56970066	3.705802596
VPS41	3.088775025	2.76706707	2.879208761	2.988665818	3.251304276	3.287621867	3.239594014	3.371088311	3.205873063	3.256270279	3.056637576	3.116242514	3.136199484	3.340142441	3.497719624	3.123054852	3.491803519
ARHGAP44	1.750439109	1.682731339	1.650278669	1.770829314	1.649047154	1.649675643	1.978103575	1.802238779	2.256840153	2.177403832	2.217044649	2.370248774	2.381933772	2.079402958	2.010471982	2.212139397	1.866079704
ELAC2	4.654359436	4.824404491	4.735189125	4.776157686	4.448700124	4.500113331	4.347225546	4.583126366	4.316731797	4.842850157	4.884247411	4.689944915	4.560777826	4.545942683	4.475265	4.384556709	4.451141573
SCIN	0.050424762	0.012755024	0.043935623	0.06415042	0.115932294	0.045939985	0.070690396	0.027710028	0.099951566	0.020117158	0.040111376	0.055189013	0.086328075	0.108733914	0.090549705	0.14426671	0.098419665
ARSD	0.585618028	0.761336696	0.83123855	0.969657077	1.076748016	0.98029274	0.97859944	0.931177806	1.286826983	0.464370628	0.643664815	0.768727647	0.826671644	0.948894067	0.749155707	0.495466097	0.684095134
PNPLA4	2.525252958	2.48516286	2.549505017	2.72542143	2.842157506	2.996872942	2.903077186	3.280989449	0.0127184	2.133308237	2.213500395	2.29659169	2.404732176	2.135515821	2.263172253	1.986878756	2.183994576
MYH13	0.21092791	0.530025125	0.35775685	0.281569247	0.07691298	0.041543925	0.020245893	0.011733865	0	0.519481956	0.574247174	0.563486087	0.356329521	0.28040892	0.06455525	0.011899924	0.013046131
ADIPOR2	3.641458887	3.598986765	3.541933334	3.583472372	3.51036309	3.452582497	3.510789838	3.505169843	3.406149125	4.242245721	4.201366748	4.056260088	4.077860565	4.148533006	4.18749127	4.306527542	4.558029101
CDKL3	0.333696706	0.33509312	0.411570596	0.250373399	0.242912594	0.282549579	0.420964916	0.336481313	0.522875855	0.396244167	0.300193623	0.395450018	0.484337732	0.497328852	0.348464609	0.484725366	0.341276449
UPP2	0.110705108	0.108415428	0.063011275	0.036596714	0.076596594	0.099683581	0.111787169	0.037595664	0.072261413	0.047940457	0.047187861	0.030340195	0	0.02392089	0.105169106	0.027578755	0.114220488
PRSS21	0.139723085	0.145243226	0.461522167	0.606940175	0.615305049	0.588486269	1.787347194	0.431002719	0.209254608	0.297614026	0.560445434	0.857540754	1.030467338	0.698949062	0.377476969	1.613228131	0.318682493
MARK4	1.679861386	1.236819478	1.539690923	2.076163788	2.187167409	2.278994749	2.968353977	2.602242942	3.239029036	1.324375094	1.166820106	1.791185599	2.154792158	1.881485475	2.218631204	2.927536689	2.24367247
PROM1	5.452556984	5.386775344	4.494513269	4.11087709	3.499364881	3.147877674	3.668983259	3.750782435	3.99082827	5.79921543	5.368855857	4.369922395	3.937051245	3.824803998	3.76304735	4.019679802	4.034861714
CCDC124	5.144383611	4.888536827	4.836054457	5.043288807	4.503663135	4.384400023	4.317312651	4.690782981	4.380419267	4.700424263	4.484665469	4.318686298	4.615821241	4.666902824	4.24309578	4.43880817	4.283805197
CEACAM21	0	0	0.019831242	0.019877387	0.039196643	0.057182791	0.042933108	0	0.066392478	0	0	0	0.021903388	0.041927777	0.07751404	0.088870686	0.049796483
PAFAH1B1	3.748266263	3.538802423	3.547201834	3.589640966	3.736374827	3.751697924	3.767656462	3.895226219	3.699212289	3.934301085	3.662436705	3.578583267	3.6618843	3.757093457	3.71626938	3.540896857	3.925632108
NOS2	0.259637325	0.9878333	1.197189462	0.990954863	0.79916541	0.80707973	0.931224775	0.909540142	0.70456904	0.14119772	0.35600139	0.490995809	0.582692238	0.81805332	0.944233283	0.857709934	1.211991625
DNAH9	0.016895692	0.045502762	0.075875343	0.058711847	0.063935008	0.108506308	0.114280848	0.143772164	0.063856202	0.022328339	0.037790229	0.06549661	0.065117207	0.036521214	0.068727948	0.091040622	0.144080784
KIAA0100	5.272402483	5.306459495	5.147905836	5.102658403	4.8999353	4.854045392	4.878432968	4.877338264	4.70339535	5.267854898	5.275723113	5.209614195	5.177113549	4.992199454	4.885179573	4.772564026	4.904023908
SLC13A2	0.012624722	0	0	0	0.012905703	0	0	0	0	0.015007841	0	0	0	0.013139728	0	0	0
GAS7	5.165302263	4.8600684	4.476479916	4.39906425	4.220146887	3.017997085	1.953512619	1.647142205	1.986862268	5.238109908	4.900484096	4.808267774	4.748570271	4.954573465	3.743288187	2.162946681	1.884089887
TRAPPC6A	3.253946428	2.868037864	2.706781437	3.709019646	4.345373602	4.563318588	4.312253482	4.525670727	4.746746892	3.189715344	3.192270543	3.679726799	4.262952515	4.112225646	4.350740858	4.317690999	4.117191486
MATK	3.209698284	3.167851034	3.24849997	3.346541291	3.274403652	3.318501191	2.323153804	2.885162344	2.100366577	3.212932841	3.199093807	3.085764227	3.12867607	3.186902273	2.620396656	2.277879575	2.621209165
CEACAM7	0.076073828	0	0	0	0	0.014821356	0.033365556	0	0	0.071633637	0.053479214	0.152406228	0.032947723	0	0.016543589	0.063244089	0.015613418
CD79B	0.039984873	0.64400051	0.941707445	1.072946343	0.834206216	0.823753894	1.610005045	1.299359721	1.290942011	0.153815493	1.479039894	1.83494395	1.911559405	1.193250446	1.279073989	1.319339919	0.718496466
SCN4A	0.060357876	0.206727056	0.508496128	0.725526381	0.93645637	1.317433481	1.618437712	1.43496485	1.404200038	0.039196363	0.381188533	0.671292232	0.735779201	0.630079764	0.928288418	1.151078072	1.633582109
ST7L	1.363541229	1.230952374	1.231155256	1.105586219	1.005839635	1.042934982	1.30934858	1.290571742	1.538967956	1.465526457	1.475017902	1.452237378	1.184465009	1.147502633	1.221612316	1.279448799	1.436317621
TKTL1	0.289485713	0.146074772	0.209089821	0.081445751	0.041510849	0.019415739	0	0.051927121	0.036941842	0.269261525	0.104193904	0.199642642	0.105342077	0	0.035422421	0	0.025246117
PAX6	0.036929493	0.039998403	0.089110031	0.140469939	0.125006315	0.114985225	0.087021576	0.085992691	0.058448051	0.034245821	0.042960612	0.069340739	0.077634624	0.133594752	0.174023961	0.056241691	0.211870428
RPUSD1	4.728953997	4.567191286	4.193620877	3.998866891	3.503958873	3.431859408	3.251551506	3.463079979	2.843222715	4.694536851	4.286891315	3.829355002	3.460609161	3.644661262	3.307599939	2.805385267	3.186902348
RHBDF1	3.14883344	3.153799003	2.750053354	2.893544503	2.780401445	2.469787547	2.882893468	2.326102934	3.148542228	3.087883408	3.110633278	3.012076811	3.087227782	3.885967723	3.235650889	3.141701431	2.329674921
LUC7L	3.965415713	3.993582472	4.037350295	3.968066286	3.718968291	3.861944231	4.099716402	4.116099932	4.207749088	3.88430836	3.76134229	3.761626634	3.740830326	3.689342966	3.864206644	4.024689952	3.898321499
CACNA2D2	4.267912292	3.411900789	2.727091916	2.458737064	2.444708964	2.349909232	2.119763972	1.992358625	2.176467631	3.900615802	3.074194032	2.96992456	2.711180026	2.412206449	2.467157214	1.617511889	1.420139789
BAIAP3	1.460729051	1.329591345	1.489355741	1.902026946	1.916783803	1.871273504	1.66190482	1.80201477	1.77264444	1.366531813	1.449131351	1.765258849	2.02780217	2.498584241	2.521848975	2.254362761	1.797399864
TSR3	5.103328993	5.115309862	4.971134527	5.05300333	4.650353211	4.553675176	4.542632181	4.866682184	4.451227451	5.104652501	5.027700228	4.816048393	4.790553452	4.801705213	4.697026214	4.508993604	4.580532603
PIGQ	1.918599676	1.800600465	1.593891928	1.506875335	1.555404529	1.708681242	1.665360308	1.981365707	1.647190473	2.178388241	1.82981586	1.581914687	1.470100684	1.679333393	1.750333652	1.346980955	1.820777771
CRAMP1	2.464711704	2.39456863	2.345367251	2.275033538	2.131661785	2.072753815	1.949253161	1.908005207	1.916042489	2.534900265	2.478523417	2.254756844	1.975898478	2.2240334	2.189884341	1.929028892	2.014838126
TEAD3	2.435120353	2.5448022	2.881017195	3.058307965	3.436609956	3.320018064	4.123176211	3.515403228	4.224796024	2.01990616	2.148678569	2.178834125	2.527489458	3.39139295	3.696005411	4.090828216	3.750502882
SELE	0	0	0	0	0	0	0.009947186	0.008153843	0	0	0	0	0	0	0.009617335	0	0
DNAJC11	4.993111995	4.681144413	4.249082264	4.321394939	3.990653582	4.02547136	3.973247864	4.200144143	3.802111941	4.92025367	4.495003368	4.24358714	4.110269155	3.944408095	3.775771889	3.63050859	4.060143979
FMO3	0.023889958	0	0	0.01027681	0.010794335	0.031506257	0.038414133	0.099134329	0.162481084	0.040284502	0.012062268	0.013747661	0	0.011499155	0.0127184	0.121359629	0.091188798
MYLIP	4.410858574	4.338661446	4.282938909	4.483773478	3.817847443	4.003605628	4.06559544	3.883411137	3.966704004	4.40886941	4.22151811	4.271351326	4.342948231	3.531129004	3.574382143	4.268051087	3.729565568
NOX1	0.097236572	0.100323382	0.119592508	0.059074925	0.131428128	0.177306554	0.190499889	0.077453876	0.126807715	0.12759295	0.243279533	0.38560629	0.258572262	0.078321849	0.128277122	0.066157615	0.032132268
E2F2	2.218081384	1.896330987	1.53092024	1.454168528	1.258085266	1.397175729	1.371365287	1.845547078	1.439793957	2.401803327	2.341504534	2.179590233	1.861348527	1.462663729	1.395543299	0.697851614	1.829054867
PSMB1	6.566947105	6.660992343	6.734412089	6.765927054	6.761205106	6.662825669	6.493870332	6.826014314	6.527094626	6.290603367	6.407173333	6.258022208	6.312594602	6.449170145	6.430490882	6.229821756	6.448093119
SYN1	0.655213548	0.684774674	0.937738682	1.092581976	1.03276338	1.31265401	1.905219412	1.702544132	1.505468626	0.825153945	0.746317742	1.06850934	1.063068443	0.884986878	0.941776263	1.104754681	1.046765738
JARID2	4.873930354	6.522258848	7.15670596	7.426679287	7.333586097	7.428481765	6.945464311	6.948974474	6.504936565	4.4597433	6.317229618	6.827412536	7.107422823	7.269067061	7.488102396	7.239221846	7.179549742
CDKL5	2.088049354	2.245755202	2.61977529	2.766694241	2.680436068	2.621689699	2.267232912	2.402160314	1.483913769	1.973755125	2.085198995	2.182481371	2.191527197	2.074751405	2.048496573	1.859182102	2.059449296
CAMK1G	0.015613418	0.041309824	0	0.014214779	0.070828575	0.013326866	0.219463525	0.087563927	0.575085251	0.018629919	0	0	0.065368776	0.057481531	0.016404178	0.141967868	0.069768564
CDK11A	0.849241734	0.83239386	0.794864402	0.836809697	0.697551752	0.649600792	0.548212148	0.800304663	0.663301902	0.648797914	0.57240595	0.653484612	0.638449686	0.597929525	0.716196575	0.86691839	0.650767445
NADK	4.848413755	4.582891249	4.088950371	3.633548184	3.351711819	3.403605828	3.331712548	3.358616597	3.47571463	4.597476028	4.295850883	3.961840096	3.873713297	3.45965466	3.509051086	3.58095261	3.393615483
TFAP2B	0.02675669	0.088537635	0.082498449	0.018596693	0.042216838	0	0	0	0	0.097782338	0.060797295	0.081843865	0.138366233	0.074132497	0.014308148	0	0.006780727
TFAP2D	0.044678719	0.058957577	0.101776177	0.018999877	0	0	0	0.020061922	0	0.023371501	0	0.069332082	0.116574572	0	0	0	0
DLEC1	0.305639166	0.269422078	0.225011418	0.280408246	0.235177165	0.323595786	0.371156184	0.34333576	0.229273751	0.250769987	0.248318922	0.335568026	0.183174462	0.251612541	0.370923625	0.288133722	0.425177307
CYTH3	3.408863135	3.105478738	2.7993746	2.657527072	2.635591143	2.362037107	2.352354331	2.373898758	2.529229823	3.401186025	3.123972022	2.790305968	2.737914734	2.667780537	2.47651301	2.398226483	2.293621691
ADAM22	0.189127144	0.205818009	0.379758076	0.574092991	0.980996973	1.400834207	2.007793983	1.961649349	1.939006731	0.270310701	0.424536083	0.689751047	0.855157374	0.761290146	1.387821042	1.928154329	2.011451007
SYPL1	3.398938828	3.123999242	3.249127912	3.203322365	3.18447535	3.113471288	3.111126825	2.869997264	3.24108402	3.640573258	3.514259113	3.602591628	3.712324509	3.494361987	3.3891386	3.334613606	3.253896295
CYB561	1.39504139	3.020557167	3.139284161	3.23299728	2.597650135	2.575187217	2.387065642	2.480439623	2.263620296	2.100986719	3.40144112	3.168669788	3.151424633	3.064050915	2.616927235	2.249532723	2.485405184
SPAG9	3.462932554	3.419761514	3.527077777	3.465707628	3.556321588	3.449964432	3.553297885	3.495574931	3.897779052	3.624104078	3.607094226	3.607983507	3.684409241	3.523527097	3.593668086	3.824997595	3.517862409
CELSR3	2.809057959	2.724116612	2.635546476	2.641831647	2.219091335	2.441164374	2.351837633	2.588468921	2.90947839	2.51212849	2.51872267	2.50900962	2.676376778	2.331081014	2.276731932	2.276473284	2.381117007
AASS	6.489465635	5.990745114	5.660982219	5.647761743	6.148934101	6.758815286	7.323338515	6.22840053	6.199853925	6.13018434	5.641143104	5.186330828	5.204034366	5.445883222	6.348783392	7.687450666	6.52092069
PLEKHG6	1.164120844	1.682256695	2.393979278	2.683611926	2.260208227	2.409197072	2.534649583	2.370108974	2.656424832	1.628254015	2.359136418	2.879887612	3.308292812	3.16662851	3.258484206	3.60999678	2.962906433
SS18L2	3.471074315	3.612187188	3.985342546	4.02367917	4.075733389	4.164528722	4.121983928	4.073567101	4.191667285	3.606834481	3.681135027	3.808066235	3.810459498	3.952887596	4.054183659	4.220871152	4.067622812
MPND	2.157696275	2.186428898	2.066240761	2.11015206	2.22502309	2.402076529	2.377016873	2.405219561	2.617155899	2.131345555	2.052515787	2.008602405	1.986401706	2.103387838	2.184481155	2.209260695	2.219913301
MGST1	2.070488637	2.003616978	2.28049294	2.506698581	3.183968982	3.683199051	3.988481233	3.733115432	3.887650453	1.687010319	2.190506047	2.633275859	2.786014373	3.192242556	3.649235233	4.34030119	4.596275992
CRY1	2.54190714	2.837062335	2.974766745	2.969645175	2.898100725	2.802960371	3.125244109	2.850201977	3.458316149	2.585492567	2.627653697	2.516575314	2.47664082	2.686948987	2.843482535	3.137364251	2.917673234
PGLYRP1	0.984619489	0.586600291	0.89911237	0.767409742	1.126879518	0.792408294	0.981030818	1.210098656	0.777776785	0.620273335	0.526241547	0.831841624	0.932388746	0.783401632	1.447690775	1.22840336	1.197776602
NFIX	0.612581241	0.571145536	0.840194849	1.074524122	0.905884498	0.681036375	0.107158018	0.158605267	0.068504605	0.491253614	0.641145629	0.900413523	0.997536045	0.763367998	0.662308845	0.164973685	0.204995039
ST3GAL1	1.500782737	2.184743829	2.221685252	2.34181764	1.951528268	1.598171583	1.733269328	1.507565543	1.965450064	1.688394331	1.985197371	2.302838229	2.112188511	1.899514826	1.803233071	1.88216937	1.843549042
